Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range,Support,Resistance,Open,High,Low,Close,Range_Flag
2024-12-13,Friday,December,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26102.0,25299.03,26574.95,1:1.7,3.08%,BULLISH,Head & Shoulders | Downside Risk,25804,26927,DOWNSIDE: 118 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25804 - 26927,25804.0,26927.0,24498.35,24792.3,24180.8,24768.3,BREACHED_BELOW
2024-12-16,Monday,December,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26244.4,25024.16,26753.51,1:2.4,4.65%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25826,26942,DOWNSIDE: 146 points,"Chemical sector focus | Atul, Bayer gains on exports",25826 - 26942,25826.0,26942.0,24753.4,24781.25,24601.75,24668.25,BREACHED_BELOW
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25852.8,25100.81,26182.01,1:2.28,2.91%,STRONG BULLISH,Support Breach | Watch 25800,25909,26877,DOWNSIDE: 89 points,Q3 earnings season | Corporate profits robust,25909 - 26877,25909.0,26877.0,24584.8,24624.1,24303.45,24336.0,BREACHED_BELOW
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26128.2,25527.33,26549.1,1:1.43,2.3%,BULLISH,RSI Overbought | Consolidation Zone,25812,26982,DOWNSIDE: 125 points,"FMCG holding support | ITC, HUL steady amid volatility",25812 - 26982,25812.0,26982.0,24297.95,24394.45,24149.85,24198.85,BREACHED_BELOW
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26216.6,27359.49,25826.11,1:2.93,4.36%,NEUTRAL,Moving Average Crossover | Trend Change,25922,26990,UPSIDE: 138 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25922 - 26990,25922.0,26990.0,23877.15,24004.9,23870.3,23951.7,BREACHED_BELOW
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,25785.0,26557.6,25488.54,1:2.61,3.0%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25855,26815,UPSIDE: 61 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25855 - 26815,25855.0,26815.0,23960.7,24065.8,23537.35,23587.5,BREACHED_BELOW
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26379.4,25448.41,26838.67,1:2.03,3.53%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25852,26857,DOWNSIDE: 136 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25852 - 26857,25852.0,26857.0,23738.2,23869.55,23647.2,23753.45,BREACHED_BELOW
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25713.8,24613.45,26183.73,1:2.34,4.28%,STRONG BULLISH,Bearish Divergence | Profit Taking,25834,26816,DOWNSIDE: 162 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25834 - 26816,25834.0,26816.0,23769.1,23867.65,23685.15,23727.65,BREACHED_BELOW
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26440.2,25157.7,26877.61,1:2.93,4.85%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25922,26853,DOWNSIDE: 157 points,"FMCG holding support | ITC, HUL steady amid volatility",25922 - 26853,25922.0,26853.0,23775.8,23854.5,23653.6,23750.2,BREACHED_BELOW
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25783.6,24785.16,26160.86,1:2.65,3.87%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25912,26915,DOWNSIDE: 71 points,"FMCG holding support | ITC, HUL steady amid volatility",25912 - 26915,25912.0,26915.0,23801.4,23938.85,23800.6,23813.4,BREACHED_BELOW
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26146.0,25365.53,26558.14,1:1.89,2.99%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25943,26884,DOWNSIDE: 129 points,"Realty sector gaining traction | DLF, Oberoi up",25943 - 26884,25943.0,26884.0,23796.9,23915.35,23599.3,23644.9,BREACHED_BELOW
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26513.4,27520.98,26050.11,1:2.17,3.8%,NEUTRAL,Bullish Engulfing | Support at 26000,25871,26901,UPSIDE: 52 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25871 - 26901,25871.0,26901.0,23560.6,23689.85,23460.45,23644.8,BREACHED_BELOW
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25913.8,25050.55,26365.44,1:1.91,3.33%,STRONG BULLISH,Bearish Divergence | Profit Taking,25966,26889,DOWNSIDE: 77 points,"Chemical sector focus | Atul, Bayer gains on exports",25966 - 26889,25966.0,26889.0,23637.65,23822.8,23562.8,23742.9,BREACHED_BELOW
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26610.2,27320.71,26343.59,1:2.66,2.67%,STRONG BULLISH,Head & Shoulders | Downside Risk,25825,26802,UPSIDE: 190 points,Cement stocks stable | UltraTech holding ground,25825 - 26802,25825.0,26802.0,23783.0,24226.7,23751.55,24188.65,BREACHED_BELOW
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,25727.6,26820.9,25310.11,1:2.62,4.25%,NEUTRAL,Triangle Breakout | Directional Move,25820,26962,UPSIDE: 172 points,FII flows remain positive | Foreign buying continues,25820 - 26962,25820.0,26962.0,24196.4,24196.45,23976.0,24004.75,BREACHED_BELOW
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25687.0,24979.65,26057.9,1:1.91,2.75%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25890,26906,DOWNSIDE: 93 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25890 - 26906,25890.0,26906.0,24045.8,24089.95,23551.9,23616.05,BREACHED_BELOW
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26207.4,26835.3,25709.65,1:1.26,2.4%,NEUTRAL/BEARISH,Bullish Engulfing | Support at 26000,25927,26982,UPSIDE: 151 points,"FMCG holding support | ITC, HUL steady amid volatility",25927 - 26982,25927.0,26982.0,23679.9,23795.2,23637.8,23707.9,BREACHED_BELOW
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25753.8,24692.36,26063.22,1:3.43,4.12%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25886,26890,DOWNSIDE: 96 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25886 - 26890,25886.0,26890.0,23746.65,23751.85,23496.15,23688.95,BREACHED_BELOW
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26078.2,27380.3,25649.79,1:3.04,4.99%,NEUTRAL,Breakout above 26500 | Momentum Building,25955,26908,UPSIDE: 186 points,Telecom strength | Bharti Airtel gains on tariff hikes,25955 - 26908,25955.0,26908.0,23674.75,23689.5,23503.05,23526.5,BREACHED_BELOW
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26321.6,27042.18,25907.55,1:1.74,2.74%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25921,26986,UPSIDE: 94 points,"FMCG holding support | ITC, HUL steady amid volatility",25921 - 26986,25921.0,26986.0,23551.9,23596.6,23344.35,23431.5,BREACHED_BELOW
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25956.0,25240.97,26468.61,1:1.39,2.75%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25992,26823,DOWNSIDE: 99 points,Q3 earnings season | Corporate profits robust,25992 - 26823,25992.0,26823.0,23195.4,23340.95,23047.25,23085.95,BREACHED_BELOW
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26348.4,25689.77,26795.93,1:1.47,2.5%,NEUTRAL,Bullish Engulfing | Support at 26000,25869,26893,DOWNSIDE: 104 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25869 - 26893,25869.0,26893.0,23165.9,23264.95,23134.15,23176.05,BREACHED_BELOW
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26466.8,27532.38,26121.14,1:3.08,4.03%,STRONG BULLISH,Triangle Breakout | Directional Move,25911,26872,UPSIDE: 182 points,Cement stocks stable | UltraTech holding ground,25911 - 26872,25911.0,26872.0,23250.45,23293.65,23146.45,23213.2,BREACHED_BELOW
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26157.2,25597.2,26618.25,1:1.21,2.14%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25955,26882,DOWNSIDE: 174 points,"Chemical sector focus | Atul, Bayer gains on exports",25955 - 26882,25955.0,26882.0,23377.25,23391.65,23272.05,23311.8,BREACHED_BELOW
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,25816.6,27036.96,25518.12,1:4.09,4.73%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25994,26826,UPSIDE: 95 points,"Chemical sector focus | Atul, Bayer gains on exports",25994 - 26826,25994.0,26826.0,23277.1,23292.1,23100.35,23203.2,BREACHED_BELOW
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26348.0,27426.21,25995.5,1:3.06,4.09%,NEUTRAL,Bearish Divergence | Profit Taking,25930,26888,UPSIDE: 139 points,"Chemical sector focus | Atul, Bayer gains on exports",25930 - 26888,25930.0,26888.0,23290.4,23391.1,23170.65,23344.75,BREACHED_BELOW
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26244.4,27435.07,25830.98,1:2.88,4.54%,NEUTRAL,Head & Shoulders | Downside Risk,25945,26999,UPSIDE: 50 points,Energy stocks leading | Oil majors positive on crude rally,25945 - 26999,25945.0,26999.0,23421.65,23426.3,22976.85,23024.65,BREACHED_BELOW
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26534.8,27755.43,26190.76,1:3.55,4.6%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25999,26869,UPSIDE: 63 points,"Realty sector gaining traction | DLF, Oberoi up",25999 - 26869,25999.0,26869.0,23099.15,23169.55,22981.3,23155.35,BREACHED_BELOW
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26144.2,25304.44,26464.91,1:2.62,3.21%,STRONG BULLISH,Bearish Divergence | Profit Taking,25995,26876,DOWNSIDE: 60 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25995 - 26876,25995.0,26876.0,23128.3,23270.8,23090.65,23205.35,BREACHED_BELOW
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26397.6,25754.94,26886.57,1:1.31,2.43%,NEUTRAL/BEARISH,Breakout above 26500 | Momentum Building,25911,27000,DOWNSIDE: 191 points,"Realty sector gaining traction | DLF, Oberoi up",25911 - 27000,25911.0,27000.0,23183.9,23347.3,23050.0,23092.2,BREACHED_BELOW
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26155.0,25339.44,26560.35,1:2.01,3.12%,NEUTRAL,Breakout above 26500 | Momentum Building,25965,26884,DOWNSIDE: 147 points,"FMCG holding support | ITC, HUL steady amid volatility",25965 - 26884,25965.0,26884.0,22940.15,23007.45,22786.9,22829.15,BREACHED_BELOW
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26212.4,24952.85,26479.12,1:4.72,4.81%,STRONG BULLISH,Moving Average Crossover | Trend Change,25912,26833,DOWNSIDE: 73 points,Energy stocks leading | Oil majors positive on crude rally,25912 - 26833,25912.0,26833.0,22960.45,23137.95,22857.65,22957.25,BREACHED_BELOW
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26030.8,26957.86,25747.19,1:3.27,3.56%,BULLISH,RSI Overbought | Consolidation Zone,25870,26981,UPSIDE: 148 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25870 - 26981,25870.0,26981.0,23026.75,23183.35,22976.5,23163.1,BREACHED_BELOW
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26736.2,25439.74,27103.82,1:3.53,4.85%,NEUTRAL,RSI Overbought | Consolidation Zone,25843,26866,DOWNSIDE: 55 points,FII flows remain positive | Foreign buying continues,25843 - 26866,25843.0,26866.0,23169.5,23322.05,23139.2,23249.5,BREACHED_BELOW
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26737.6,25967.37,27207.66,1:1.64,2.88%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25978,26901,DOWNSIDE: 78 points,Q3 earnings season | Corporate profits robust,25978 - 26901,25978.0,26901.0,23296.75,23546.8,23277.4,23508.4,BREACHED_BELOW
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,25805.0,26550.33,25451.88,1:2.11,2.89%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25966,26916,UPSIDE: 70 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25966 - 26916,25966.0,26916.0,23319.35,23381.6,23222.0,23361.05,BREACHED_BELOW
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26212.4,27297.08,25711.23,1:2.16,4.14%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25832,26815,UPSIDE: 147 points,"Realty sector gaining traction | DLF, Oberoi up",25832 - 26815,25832.0,26815.0,23509.9,23762.75,23423.15,23739.25,BREACHED_BELOW
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26689.8,25410.15,27062.25,1:3.44,4.79%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25836,26924,DOWNSIDE: 172 points,FII flows remain positive | Foreign buying continues,25836 - 26924,25836.0,26924.0,23801.75,23807.3,23680.45,23696.3,BREACHED_BELOW
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26772.2,25831.64,27272.37,1:1.88,3.51%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25987,26983,DOWNSIDE: 156 points,"Chemical sector focus | Atul, Bayer gains on exports",25987 - 26983,25987.0,26983.0,23761.95,23773.55,23556.25,23603.35,BREACHED_BELOW
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26604.6,27826.32,26085.17,1:2.35,4.59%,BULLISH,Golden Cross | Resistance at 27000,25961,26911,UPSIDE: 200 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25961 - 26911,25961.0,26911.0,23649.5,23694.5,23443.2,23559.95,BREACHED_BELOW
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26283.0,27194.47,25870.35,1:2.21,3.47%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25952,26876,UPSIDE: 132 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25952 - 26876,25952.0,26876.0,23543.8,23568.6,23316.3,23381.6,BREACHED_BELOW
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26571.4,25896.23,26955.59,1:1.76,2.54%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25808,26844,DOWNSIDE: 134 points,Cement stocks stable | UltraTech holding ground,25808 - 26844,25808.0,26844.0,23383.55,23390.05,22986.65,23071.8,BREACHED_BELOW
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26358.8,25792.21,26798.85,1:1.29,2.15%,NEUTRAL/BEARISH,Breakout above 26500 | Momentum Building,25972,26924,DOWNSIDE: 94 points,Cement stocks stable | UltraTech holding ground,25972 - 26924,25972.0,26924.0,23050.8,23144.7,22798.35,23045.25,BREACHED_BELOW
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26728.2,27341.97,26242.41,1:1.26,2.3%,NEUTRAL,Bullish Engulfing | Support at 26000,25959,26976,UPSIDE: 122 points,Q3 earnings season | Corporate profits robust,25959 - 26976,25959.0,26976.0,23055.75,23235.5,22992.2,23031.4,BREACHED_BELOW
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26614.6,25339.96,26924.69,1:4.11,4.79%,NEUTRAL/BULLISH,Bollinger Bands Squeeze | Volatility Expected,25977,26870,DOWNSIDE: 177 points,"Chemical sector focus | Atul, Bayer gains on exports",25977 - 26870,25977.0,26870.0,23096.45,23133.7,22774.85,22929.25,BREACHED_BELOW
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25913.0,24711.51,26226.19,1:3.84,4.64%,NEUTRAL,Head & Shoulders | Downside Risk,25987,26989,DOWNSIDE: 58 points,DII support strong | Domestic funds accumulating,25987 - 26989,25987.0,26989.0,22809.9,22974.2,22725.45,22959.5,BREACHED_BELOW
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26076.4,26945.59,25708.69,1:2.36,3.33%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25969,26854,UPSIDE: 111 points,"FMCG holding support | ITC, HUL steady amid volatility",25969 - 26854,25969.0,26854.0,22963.65,22992.5,22801.5,22945.3,BREACHED_BELOW
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26329.8,25021.66,26753.81,1:3.09,4.97%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25975,26903,DOWNSIDE: 197 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25975 - 26903,25975.0,26903.0,22847.25,23049.95,22814.85,22932.9,BREACHED_BELOW
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26269.2,25387.09,26784.95,1:1.71,3.36%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25932,26807,DOWNSIDE: 51 points,Energy stocks leading | Oil majors positive on crude rally,25932 - 26807,25932.0,26807.0,22821.1,22923.85,22812.75,22913.15,BREACHED_BELOW
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26105.6,26715.05,25788.91,1:1.92,2.33%,BULLISH,Bullish Engulfing | Support at 26000,25813,26898,UPSIDE: 95 points,DII support strong | Domestic funds accumulating,25813 - 26898,25813.0,26898.0,22857.2,22921.0,22720.3,22795.9,BREACHED_BELOW
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26801.0,25503.69,27284.91,1:2.68,4.84%,BULLISH,Triangle Breakout | Directional Move,25978,26975,DOWNSIDE: 83 points,"FMCG holding support | ITC, HUL steady amid volatility",25978 - 26975,25978.0,26975.0,22609.35,22668.05,22518.8,22553.35,BREACHED_BELOW
2025-02-25,Tuesday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26091.4,27000.08,25706.82,1:2.36,3.48%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25980,26919,UPSIDE: 155 points,Energy stocks leading | Oil majors positive on crude rally,25980 - 26919,25980.0,26919.0,22516.45,22625.3,22513.9,22547.55,BREACHED_BELOW
2025-02-26,Wednesday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26342.8,27607.64,25914.04,1:2.95,4.8%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25866,26815,UPSIDE: 64 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25866 - 26815,25866.0,26815.0,,,,,NO_DATA
2025-02-27,Thursday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26398.2,27122.73,25893.24,1:1.43,2.74%,NEUTRAL,Breakout above 26500 | Momentum Building,25960,26877,UPSIDE: 111 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25960 - 26877,25960.0,26877.0,22568.95,22613.3,22508.4,22545.05,BREACHED_BELOW
2025-02-28,Friday,February,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26138.6,26890.6,25733.51,1:1.86,2.88%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25835,26857,UPSIDE: 65 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25835 - 26857,25835.0,26857.0,22433.4,22450.35,22104.85,22124.7,BREACHED_BELOW
2025-03-03,Monday,March,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25971.0,25027.73,26273.13,1:3.12,3.63%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25988,26821,DOWNSIDE: 76 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25988 - 26821,25988.0,26821.0,22194.55,22261.55,22004.7,22119.3,BREACHED_BELOW
2025-03-04,Tuesday,March,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26145.4,25135.53,26550.44,1:2.49,3.86%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25837,26980,DOWNSIDE: 170 points,Q3 earnings season | Corporate profits robust,25837 - 26980,25837.0,26980.0,21974.45,22105.05,21964.6,22082.65,BREACHED_BELOW
2025-03-05,Wednesday,March,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26696.8,27619.67,26378.8,1:2.9,3.46%,BULLISH,RSI Overbought | Consolidation Zone,25957,26839,UPSIDE: 157 points,"FMCG holding support | ITC, HUL steady amid volatility",25957 - 26839,25957.0,26839.0,22073.05,22394.9,22067.8,22337.3,BREACHED_BELOW
2025-03-06,Thursday,March,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26663.2,27534.51,26236.23,1:2.04,3.27%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25836,26855,UPSIDE: 108 points,Telecom strength | Bharti Airtel gains on tariff hikes,25836 - 26855,25836.0,26855.0,22476.35,22556.45,22245.85,22544.7,BREACHED_BELOW
2025-03-07,Friday,March,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,26735.6,25453.88,27086.11,1:3.66,4.79%,STRONG BULLISH,Head & Shoulders | Downside Risk,25982,26849,DOWNSIDE: 111 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25982 - 26849,25982.0,26849.0,22508.65,22633.8,22464.75,22552.5,BREACHED_BELOW
2025-03-10,Monday,March,9:00 AM - MARKET OPEN,CNBC-TV18,BUY,26862.0,27845.5,26398.07,1:2.12,3.66%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25858,26954,UPSIDE: 111 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25858 - 26954,25858.0,26954.0,22521.85,22676.75,22429.05,22460.3,BREACHED_BELOW
2025-03-11,Tuesday,March,9:00 AM - MARKET OPEN,CNBC-TV18,SELL,25959.4,25393.79,26372.86,1:1.37,2.18%,NEUTRAL/BULLISH,Support Breach | Watch 25800,26000,26844,DOWNSIDE: 56 points,"FMCG holding support | ITC, HUL steady amid volatility",26000 - 26844,26000.0,26844.0,22345.95,22522.1,22314.7,22497.9,BREACHED_BELOW
