Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range,Support,Resistance,Open,High,Low,Close,Range_Flag
2024-12-13,Friday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,25849.0,26416.49,25566.14,1:2.01,2.2%,STRONG BULLISH,Bollinger Bands Squeeze | Volatility Expected,25973,26988,UPSIDE: 109 points,FII flows remain positive | Foreign buying continues,25973 - 26988,25973.0,26988.0,24498.35,24792.3,24180.8,24768.3,BREACHED_BELOW
2024-12-16,Monday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25770.4,24824.71,26205.05,1:2.18,3.67%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25969,26947,DOWNSIDE: 59 points,DII support strong | Domestic funds accumulating,25969 - 26947,25969.0,26947.0,24753.4,24781.25,24601.75,24668.25,BREACHED_BELOW
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25650.8,24479.83,26072.94,1:2.77,4.57%,NEUTRAL,Breakout above 26500 | Momentum Building,25812,26964,DOWNSIDE: 89 points,DII support strong | Domestic funds accumulating,25812 - 26964,25812.0,26964.0,24584.8,24624.1,24303.45,24336.0,BREACHED_BELOW
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25590.2,24803.58,26064.23,1:1.66,3.07%,STRONG BULLISH,Triangle Breakout | Directional Move,25820,26938,DOWNSIDE: 63 points,Q3 earnings season | Corporate profits robust,25820 - 26938,25820.0,26938.0,24297.95,24394.45,24149.85,24198.85,BREACHED_BELOW
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,25649.6,26519.26,25185.46,1:1.87,3.39%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25930,26856,UPSIDE: 105 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25930 - 26856,25930.0,26856.0,23877.15,24004.9,23870.3,23951.7,BREACHED_BELOW
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,25914.0,27144.76,25654.14,1:4.74,4.75%,BULLISH,Bearish Divergence | Profit Taking,25982,26809,UPSIDE: 166 points,Energy stocks leading | Oil majors positive on crude rally,25982 - 26809,25982.0,26809.0,23960.7,24065.8,23537.35,23587.5,BREACHED_BELOW
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25700.4,24887.15,26127.23,1:1.91,3.16%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25881,26945,DOWNSIDE: 53 points,Telecom strength | Bharti Airtel gains on tariff hikes,25881 - 26945,25881.0,26945.0,23738.2,23869.55,23647.2,23753.45,BREACHED_BELOW
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,26166.8,27450.55,25885.43,1:4.56,4.91%,STRONG BULLISH,Double Bottom | Reversal Expected,25839,26963,UPSIDE: 66 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25839 - 26963,25839.0,26963.0,23769.1,23867.65,23685.15,23727.65,BREACHED_BELOW
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,26399.2,25811.3,26820.96,1:1.39,2.23%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25831,26951,DOWNSIDE: 83 points,"Chemical sector focus | Atul, Bayer gains on exports",25831 - 26951,25831.0,26951.0,23775.8,23854.5,23653.6,23750.2,BREACHED_BELOW
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,25963.6,24687.96,26279.9,1:4.03,4.91%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25853,26907,DOWNSIDE: 143 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25853 - 26907,25853.0,26907.0,23801.4,23938.85,23800.6,23813.4,BREACHED_BELOW
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,Times Now Business,SELL,26601.0,25478.26,26908.7,1:3.65,4.22%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25944,26923,DOWNSIDE: 75 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25944 - 26923,25944.0,26923.0,23796.9,23915.35,23599.3,23644.9,BREACHED_BELOW
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,Times Now Business,BUY,26181.4,27035.59,25666.52,1:1.66,3.26%,STRONG BULLISH,Moving Average Crossover | Trend Change,25917,26810,UPSIDE: 137 points,"Chemical sector focus | Atul, Bayer gains on exports",25917 - 26810,25917.0,26810.0,23560.6,23689.85,23460.45,23644.8,BREACHED_BELOW
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25986.8,24943.94,26396.67,1:2.54,4.01%,STRONG BULLISH,Bearish Divergence | Profit Taking,25916,26945,DOWNSIDE: 87 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25916 - 26945,25916.0,26945.0,23637.65,23822.8,23562.8,23742.9,BREACHED_BELOW
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,25648.2,26211.07,25155.53,1:1.14,2.19%,BULLISH,Bearish Divergence | Profit Taking,25970,26861,UPSIDE: 192 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25970 - 26861,25970.0,26861.0,23783.0,24226.7,23751.55,24188.65,BREACHED_BELOW
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26423.6,25358.15,26860.08,1:2.44,4.03%,BULLISH,Support Breach | Watch 25800,25907,26808,DOWNSIDE: 116 points,DII support strong | Domestic funds accumulating,25907 - 26808,25907.0,26808.0,24196.4,24196.45,23976.0,24004.75,BREACHED_BELOW
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26083.0,26851.25,25630.12,1:1.7,2.95%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25814,26852,UPSIDE: 200 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25814 - 26852,25814.0,26852.0,24045.8,24089.95,23551.9,23616.05,BREACHED_BELOW
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26662.4,27533.3,26319.35,1:2.54,3.27%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25865,26911,UPSIDE: 197 points,FII flows remain positive | Foreign buying continues,25865 - 26911,25865.0,26911.0,23679.9,23795.2,23637.8,23707.9,BREACHED_BELOW
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25757.8,25064.48,26048.79,1:2.38,2.69%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25985,26951,DOWNSIDE: 116 points,"Realty sector gaining traction | DLF, Oberoi up",25985 - 26951,25985.0,26951.0,23746.65,23751.85,23496.15,23688.95,BREACHED_BELOW
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26585.2,27360.6,26107.23,1:1.62,2.92%,STRONG BULLISH,Triangle Breakout | Directional Move,25988,26970,UPSIDE: 194 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25988 - 26970,25988.0,26970.0,23674.75,23689.5,23503.05,23526.5,BREACHED_BELOW
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25718.6,24777.09,26182.28,1:2.03,3.66%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25843,26907,DOWNSIDE: 178 points,Cement stocks stable | UltraTech holding ground,25843 - 26907,25843.0,26907.0,23551.9,23596.6,23344.35,23431.5,BREACHED_BELOW
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,25756.0,26676.71,25473.73,1:3.26,3.57%,BULLISH,Double Bottom | Reversal Expected,25879,26933,UPSIDE: 137 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25879 - 26933,25879.0,26933.0,23195.4,23340.95,23047.25,23085.95,BREACHED_BELOW
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25838.4,25045.66,26099.85,1:3.03,3.07%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25887,26923,DOWNSIDE: 145 points,Cement stocks stable | UltraTech holding ground,25887 - 26923,25887.0,26923.0,23165.9,23264.95,23134.15,23176.05,BREACHED_BELOW
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26510.8,25828.79,27024.84,1:1.33,2.57%,NEUTRAL/BEARISH,Head & Shoulders | Downside Risk,25959,26962,DOWNSIDE: 181 points,Energy stocks leading | Oil majors positive on crude rally,25959 - 26962,25959.0,26962.0,23250.45,23293.65,23146.45,23213.2,BREACHED_BELOW
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26302.2,25431.32,26621.86,1:2.72,3.31%,NEUTRAL,Moving Average Crossover | Trend Change,25856,26940,DOWNSIDE: 53 points,Energy stocks leading | Oil majors positive on crude rally,25856 - 26940,25856.0,26940.0,23377.25,23391.65,23272.05,23311.8,BREACHED_BELOW
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26142.6,25258.88,26623.43,1:1.84,3.38%,BULLISH,Breakout above 26500 | Momentum Building,25821,26867,DOWNSIDE: 153 points,DII support strong | Domestic funds accumulating,25821 - 26867,25821.0,26867.0,23277.1,23292.1,23100.35,23203.2,BREACHED_BELOW
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26548.0,27199.46,26064.98,1:1.35,2.45%,NEUTRAL/BEARISH,Moving Average Crossover | Trend Change,25997,26925,UPSIDE: 95 points,Cement stocks stable | UltraTech holding ground,25997 - 26925,25997.0,26925.0,23290.4,23391.1,23170.65,23344.75,BREACHED_BELOW
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26147.4,26824.84,25671.69,1:1.42,2.59%,NEUTRAL/BEARISH,Bullish Engulfing | Support at 26000,25907,26928,UPSIDE: 181 points,Energy stocks leading | Oil majors positive on crude rally,25907 - 26928,25907.0,26928.0,23421.65,23426.3,22976.85,23024.65,BREACHED_BELOW
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,25919.8,27014.48,25495.15,1:2.58,4.22%,NEUTRAL,Head & Shoulders | Downside Risk,25934,26957,UPSIDE: 172 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25934 - 26957,25934.0,26957.0,23099.15,23169.55,22981.3,23155.35,BREACHED_BELOW
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26372.2,25550.23,26748.44,1:2.18,3.12%,STRONG BULLISH,Support Breach | Watch 25800,25842,26845,DOWNSIDE: 165 points,DII support strong | Domestic funds accumulating,25842 - 26845,25842.0,26845.0,23128.3,23270.8,23090.65,23205.35,BREACHED_BELOW
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26637.6,25410.34,27018.13,1:3.23,4.61%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25864,26848,DOWNSIDE: 158 points,"Chemical sector focus | Atul, Bayer gains on exports",25864 - 26848,25864.0,26848.0,23183.9,23347.3,23050.0,23092.2,BREACHED_BELOW
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26223.0,27005.62,25767.26,1:1.72,2.98%,STRONG BULLISH,Bearish Divergence | Profit Taking,25924,26963,UPSIDE: 181 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25924 - 26963,25924.0,26963.0,22940.15,23007.45,22786.9,22829.15,BREACHED_BELOW
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,26423.4,25175.43,26776.54,1:3.53,4.72%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25816,26830,DOWNSIDE: 134 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25816 - 26830,25816.0,26830.0,22960.45,23137.95,22857.65,22957.25,BREACHED_BELOW
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26348.8,27013.28,25975.05,1:1.78,2.52%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25896,26870,UPSIDE: 172 points,"FMCG holding support | ITC, HUL steady amid volatility",25896 - 26870,25896.0,26870.0,23026.75,23183.35,22976.5,23163.1,BREACHED_BELOW
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,Times Now Business,BUY,26105.2,27311.99,25605.38,1:2.41,4.62%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25878,26806,UPSIDE: 88 points,"FMCG holding support | ITC, HUL steady amid volatility",25878 - 26806,25878.0,26806.0,23169.5,23322.05,23139.2,23249.5,BREACHED_BELOW
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,Times Now Business,SELL,25964.6,24947.64,26326.79,1:2.81,3.92%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25829,26954,DOWNSIDE: 195 points,"FMCG holding support | ITC, HUL steady amid volatility",25829 - 26954,25829.0,26954.0,23296.75,23546.8,23277.4,23508.4,BREACHED_BELOW
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26461.0,27709.61,26148.48,1:4.0,4.72%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25842,26815,UPSIDE: 91 points,"FMCG holding support | ITC, HUL steady amid volatility",25842 - 26815,25842.0,26815.0,23319.35,23381.6,23222.0,23361.05,BREACHED_BELOW
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26709.4,25631.56,27208.01,1:2.16,4.04%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25951,26820,DOWNSIDE: 200 points,Cement stocks stable | UltraTech holding ground,25951 - 26820,25951.0,26820.0,23509.9,23762.75,23423.15,23739.25,BREACHED_BELOW
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26198.8,25558.72,26715.48,1:1.24,2.44%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25861,26835,DOWNSIDE: 56 points,Q3 earnings season | Corporate profits robust,25861 - 26835,25861.0,26835.0,23801.75,23807.3,23680.45,23696.3,BREACHED_BELOW
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,25965.2,26656.31,25670.05,1:2.34,2.66%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25901,26889,UPSIDE: 192 points,"Realty sector gaining traction | DLF, Oberoi up",25901 - 26889,25901.0,26889.0,23761.95,23773.55,23556.25,23603.35,BREACHED_BELOW
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26417.6,27286.54,25917.57,1:1.74,3.29%,NEUTRAL,Triangle Breakout | Directional Move,25940,26892,UPSIDE: 185 points,Cement stocks stable | UltraTech holding ground,25940 - 26892,25940.0,26892.0,23649.5,23694.5,23443.2,23559.95,BREACHED_BELOW
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,25884.0,26750.29,25558.94,1:2.67,3.35%,STRONG BULLISH,Higher High-Higher Low | Bull Run Continues,25996,26971,UPSIDE: 54 points,"FMCG holding support | ITC, HUL steady amid volatility",25996 - 26971,25996.0,26971.0,23543.8,23568.6,23316.3,23381.6,BREACHED_BELOW
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26378.4,27455.13,25981.94,1:2.72,4.08%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25863,26980,UPSIDE: 63 points,Cement stocks stable | UltraTech holding ground,25863 - 26980,25863.0,26980.0,23383.55,23390.05,22986.65,23071.8,BREACHED_BELOW
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26475.8,25519.6,26768.57,1:3.27,3.61%,NEUTRAL,Head & Shoulders | Downside Risk,25899,26819,DOWNSIDE: 177 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25899 - 26819,25899.0,26819.0,23050.8,23144.7,22798.35,23045.25,BREACHED_BELOW
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26515.2,25671.62,27019.36,1:1.67,3.18%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25970,26929,DOWNSIDE: 106 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25970 - 26929,25970.0,26929.0,23055.75,23235.5,22992.2,23031.4,BREACHED_BELOW
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26730.6,25653.69,27147.03,1:2.59,4.03%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25879,26963,DOWNSIDE: 78 points,DII support strong | Domestic funds accumulating,25879 - 26963,25879.0,26963.0,23096.45,23133.7,22774.85,22929.25,BREACHED_BELOW
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26803.0,25849.48,27280.55,1:2.0,3.56%,BULLISH,Bearish Divergence | Profit Taking,25876,26898,DOWNSIDE: 65 points,Energy stocks leading | Oil majors positive on crude rally,25876 - 26898,25876.0,26898.0,22809.9,22974.2,22725.45,22959.5,BREACHED_BELOW
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26831.4,28110.33,26502.66,1:3.89,4.77%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25825,26944,UPSIDE: 79 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25825 - 26944,25825.0,26944.0,22963.65,22992.5,22801.5,22945.3,BREACHED_BELOW
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26841.8,27475.5,26467.45,1:1.69,2.36%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25802,27000,UPSIDE: 199 points,"FMCG holding support | ITC, HUL steady amid volatility",25802 - 27000,25802.0,27000.0,22847.25,23049.95,22814.85,22932.9,BREACHED_BELOW
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,25909.2,26618.12,25547.17,1:1.96,2.74%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25974,26816,UPSIDE: 102 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25974 - 26816,25974.0,26816.0,22821.1,22923.85,22812.75,22913.15,BREACHED_BELOW
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,25905.6,25100.02,26276.81,1:2.17,3.11%,STRONG BULLISH,Head & Shoulders | Downside Risk,25829,26827,DOWNSIDE: 126 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25829 - 26827,25829.0,26827.0,22857.2,22921.0,22720.3,22795.9,BREACHED_BELOW
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26344.0,25792.68,26840.63,1:1.11,2.09%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25890,26927,DOWNSIDE: 140 points,Cement stocks stable | UltraTech holding ground,25890 - 26927,25890.0,26927.0,22609.35,22668.05,22518.8,22553.35,BREACHED_BELOW
2025-02-25,Tuesday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26133.4,25039.61,26435.85,1:3.62,4.19%,MODERATELY BULLISH,Head & Shoulders | Downside Risk,25896,26979,DOWNSIDE: 78 points,DII support strong | Domestic funds accumulating,25896 - 26979,25896.0,26979.0,22516.45,22625.3,22513.9,22547.55,BREACHED_BELOW
2025-02-26,Wednesday,February,9:00 AM - MARKET OPEN,Times Now Business,SELL,26435.8,25624.92,26776.6,1:2.38,3.07%,BULLISH,Triangle Breakout | Directional Move,25985,26898,DOWNSIDE: 72 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25985 - 26898,25985.0,26898.0,,,,,NO_DATA
2025-02-27,Thursday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26565.2,27860.29,26267.09,1:4.34,4.88%,NEUTRAL,Bullish Engulfing | Support at 26000,25939,26988,UPSIDE: 127 points,"Chemical sector focus | Atul, Bayer gains on exports",25939 - 26988,25939.0,26988.0,22568.95,22613.3,22508.4,22545.05,BREACHED_BELOW
2025-02-28,Friday,February,9:00 AM - MARKET OPEN,Times Now Business,BUY,26829.6,28121.56,26316.07,1:2.52,4.82%,MODERATELY BULLISH,Support Breach | Watch 25800,25824,26949,UPSIDE: 145 points,"Realty sector gaining traction | DLF, Oberoi up",25824 - 26949,25824.0,26949.0,22433.4,22450.35,22104.85,22124.7,BREACHED_BELOW
2025-03-03,Monday,March,9:00 AM - MARKET OPEN,Times Now Business,SELL,25942.0,25127.88,26391.79,1:1.81,3.14%,STRONG BULLISH,Double Bottom | Reversal Expected,25837,26965,DOWNSIDE: 196 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25837 - 26965,25837.0,26965.0,22194.55,22261.55,22004.7,22119.3,BREACHED_BELOW
2025-03-04,Tuesday,March,9:00 AM - MARKET OPEN,Times Now Business,SELL,26868.4,25802.83,27381.52,1:2.08,3.97%,BULLISH,Higher High-Higher Low | Bull Run Continues,25994,26981,DOWNSIDE: 163 points,"Chemical sector focus | Atul, Bayer gains on exports",25994 - 26981,25994.0,26981.0,21974.45,22105.05,21964.6,22082.65,BREACHED_BELOW
2025-03-05,Wednesday,March,9:00 AM - MARKET OPEN,Times Now Business,BUY,26116.8,26988.02,25628.13,1:1.78,3.34%,STRONG BULLISH,Bearish Divergence | Profit Taking,25972,26851,UPSIDE: 63 points,Cement stocks stable | UltraTech holding ground,25972 - 26851,25972.0,26851.0,22073.05,22394.9,22067.8,22337.3,BREACHED_BELOW
2025-03-06,Thursday,March,9:00 AM - MARKET OPEN,Times Now Business,BUY,26537.2,27391.44,26082.92,1:1.88,3.22%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25851,26970,UPSIDE: 53 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25851 - 26970,25851.0,26970.0,22476.35,22556.45,22245.85,22544.7,BREACHED_BELOW
2025-03-07,Friday,March,9:00 AM - MARKET OPEN,Times Now Business,BUY,26744.6,27481.16,26366.43,1:1.95,2.75%,NEUTRAL,Head & Shoulders | Downside Risk,25957,26804,UPSIDE: 126 points,Cement stocks stable | UltraTech holding ground,25957 - 26804,25957.0,26804.0,22508.65,22633.8,22464.75,22552.5,BREACHED_BELOW
2025-03-10,Monday,March,9:00 AM - MARKET OPEN,Times Now Business,BUY,26730.0,27456.89,26271.41,1:1.59,2.72%,STRONG BULLISH,Triangle Breakout | Directional Move,25879,26801,UPSIDE: 162 points,Q3 earnings season | Corporate profits robust,25879 - 26801,25879.0,26801.0,22521.85,22676.75,22429.05,22460.3,BREACHED_BELOW
2025-03-11,Tuesday,March,9:00 AM - MARKET OPEN,Times Now Business,BUY,26748.4,27545.32,26350.12,1:2.0,2.98%,STRONG BULLISH,Golden Cross | Resistance at 27000,25841,26828,UPSIDE: 92 points,Cement stocks stable | UltraTech holding ground,25841 - 26828,25841.0,26828.0,22345.95,22522.1,22314.7,22497.9,BREACHED_BELOW
2025-03-12,Wednesday,March,9:00 AM - MARKET OPEN,Times Now Business,SELL,26508.8,25820.14,26955.12,1:1.54,2.6%,STRONG BULLISH,Bearish Divergence | Profit Taking,25937,26957,DOWNSIDE: 133 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25937 - 26957,25937.0,26957.0,22536.35,22577.4,22329.55,22470.5,BREACHED_BELOW
