Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range,Support,Resistance,Open,High,Low,Close,Range_Flag
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,26426.0,27333.67,26107.56,1:2.85,3.43%,BULLISH,Golden Cross | Resistance at 27000,25946,26950,UPSIDE: 183 points,Energy stocks leading | Oil majors positive on crude rally,25946 - 26950,25946.0,26950.0,23796.9,23915.35,23599.3,23644.9,BREACHED_BELOW
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,India Today Business,BUY,25906.4,26720.91,25619.69,1:2.84,3.14%,NEUTRAL,Bullish Engulfing | Support at 26000,25924,26897,UPSIDE: 161 points,"FMCG holding support | ITC, HUL steady amid volatility",25924 - 26897,25924.0,26897.0,23560.6,23689.85,23460.45,23644.8,BREACHED_BELOW
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,India Today Business,SELL,26191.8,25239.59,26667.52,1:2.0,3.64%,NEUTRAL,Head & Shoulders | Downside Risk,25987,26896,DOWNSIDE: 150 points,DII support strong | Domestic funds accumulating,25987 - 26896,25987.0,26896.0,23637.65,23822.8,23562.8,23742.9,BREACHED_BELOW
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,India Today Business,SELL,25882.2,24732.27,26286.09,1:2.85,4.44%,BULLISH,Breakout above 26500 | Momentum Building,25896,26958,DOWNSIDE: 127 points,Q3 earnings season | Corporate profits robust,25896 - 26958,25896.0,26958.0,23783.0,24226.7,23751.55,24188.65,BREACHED_BELOW
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26306.6,26923.2,26016.4,1:2.12,2.34%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25884,26912,UPSIDE: 128 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25884 - 26912,25884.0,26912.0,24196.4,24196.45,23976.0,24004.75,BREACHED_BELOW
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,25991.0,26875.88,25603.21,1:2.28,3.4%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25934,26813,UPSIDE: 147 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25934 - 26813,25934.0,26813.0,24045.8,24089.95,23551.9,23616.05,BREACHED_BELOW
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26391.4,27000.71,26022.56,1:1.65,2.31%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25930,26957,UPSIDE: 154 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25930 - 26957,25930.0,26957.0,23679.9,23795.2,23637.8,23707.9,BREACHED_BELOW
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,India Today Business,SELL,26639.8,26072.3,26979.34,1:1.67,2.13%,NEUTRAL,RSI Overbought | Consolidation Zone,25867,26958,DOWNSIDE: 160 points,Cement stocks stable | UltraTech holding ground,25867 - 26958,25867.0,26958.0,23746.65,23751.85,23496.15,23688.95,BREACHED_BELOW
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,25721.2,26855.93,25391.57,1:3.44,4.41%,NEUTRAL/BULLISH,Moving Average Crossover | Trend Change,25800,26808,UPSIDE: 122 points,"FMCG holding support | ITC, HUL steady amid volatility",25800 - 26808,25800.0,26808.0,23674.75,23689.5,23503.05,23526.5,BREACHED_BELOW
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26173.6,27429.96,25877.57,1:4.24,4.8%,STRONG BULLISH,Support Breach | Watch 25800,25896,26844,UPSIDE: 175 points,"Realty sector gaining traction | DLF, Oberoi up",25896 - 26844,25896.0,26844.0,23551.9,23596.6,23344.35,23431.5,BREACHED_BELOW
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,25782.0,26537.35,25269.57,1:1.47,2.93%,NEUTRAL/BEARISH,Head & Shoulders | Downside Risk,25861,26875,UPSIDE: 177 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25861 - 26875,25861.0,26875.0,23195.4,23340.95,23047.25,23085.95,BREACHED_BELOW
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26070.4,26724.9,25713.74,1:1.84,2.51%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25857,26947,UPSIDE: 163 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25857 - 26947,25857.0,26947.0,23165.9,23264.95,23134.15,23176.05,BREACHED_BELOW
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,India Today Business,SELL,26451.8,25454.49,26840.18,1:2.57,3.77%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25815,26904,DOWNSIDE: 108 points,Q3 earnings season | Corporate profits robust,25815 - 26904,25815.0,26904.0,23250.45,23293.65,23146.45,23213.2,BREACHED_BELOW
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,India Today Business,SELL,25870.2,24618.83,26212.35,1:3.66,4.84%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25889,26928,DOWNSIDE: 140 points,"Chemical sector focus | Atul, Bayer gains on exports",25889 - 26928,25889.0,26928.0,23377.25,23391.65,23272.05,23311.8,BREACHED_BELOW
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26656.6,27523.75,26192.67,1:1.87,3.25%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25921,26852,UPSIDE: 192 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25921 - 26852,25921.0,26852.0,23277.1,23292.1,23100.35,23203.2,BREACHED_BELOW
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26040.0,27149.35,25629.02,1:2.7,4.26%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25831,26857,UPSIDE: 74 points,DII support strong | Domestic funds accumulating,25831 - 26857,25831.0,26857.0,23290.4,23391.1,23170.65,23344.75,BREACHED_BELOW
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26635.4,27941.88,26122.34,1:2.55,4.91%,BULLISH,Bearish Divergence | Profit Taking,25804,26803,UPSIDE: 140 points,FII flows remain positive | Foreign buying continues,25804 - 26803,25804.0,26803.0,23421.65,23426.3,22976.85,23024.65,BREACHED_BELOW
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,India Today Business,SELL,26108.8,25140.42,26623.6,1:1.88,3.71%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25996,26809,DOWNSIDE: 143 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25996 - 26809,25996.0,26809.0,23099.15,23169.55,22981.3,23155.35,BREACHED_BELOW
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26378.2,27228.86,26097.45,1:3.03,3.22%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,26000,26880,UPSIDE: 114 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",26000 - 26880,26000.0,26880.0,23128.3,23270.8,23090.65,23205.35,BREACHED_BELOW
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,India Today Business,SELL,25890.6,24804.04,26300.54,1:2.65,4.2%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25980,26854,DOWNSIDE: 160 points,FII flows remain positive | Foreign buying continues,25980 - 26854,25980.0,26854.0,23183.9,23347.3,23050.0,23092.2,BREACHED_BELOW
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26637.0,27499.46,26154.98,1:1.79,3.24%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25984,26968,UPSIDE: 87 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25984 - 26968,25984.0,26968.0,22940.15,23007.45,22786.9,22829.15,BREACHED_BELOW
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26116.4,27101.05,25664.7,1:2.18,3.77%,BULLISH,Triangle Breakout | Directional Move,25903,26940,UPSIDE: 77 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25903 - 26940,25903.0,26940.0,22960.45,23137.95,22857.65,22957.25,BREACHED_BELOW
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26224.8,26800.02,25756.12,1:1.23,2.19%,NEUTRAL,Head & Shoulders | Downside Risk,25972,26873,UPSIDE: 173 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25972 - 26873,25972.0,26873.0,23026.75,23183.35,22976.5,23163.1,BREACHED_BELOW
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,India Today Business,BUY,26406.2,27318.57,26011.2,1:2.31,3.46%,MODERATELY BULLISH,Bearish Divergence | Profit Taking,25900,26902,UPSIDE: 108 points,Cement stocks stable | UltraTech holding ground,25900 - 26902,25900.0,26902.0,23169.5,23322.05,23139.2,23249.5,BREACHED_BELOW
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,India Today Business,SELL,26597.6,25313.53,27014.73,1:3.08,4.83%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25925,26991,DOWNSIDE: 103 points,Energy stocks leading | Oil majors positive on crude rally,25925 - 26991,25925.0,26991.0,23296.75,23546.8,23277.4,23508.4,BREACHED_BELOW
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26108.0,26870.29,25730.6,1:2.02,2.92%,STRONG BULLISH,Head & Shoulders | Downside Risk,25892,26871,UPSIDE: 63 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25892 - 26871,25892.0,26871.0,23319.35,23381.6,23222.0,23361.05,BREACHED_BELOW
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,India Today Business,SELL,26328.4,25635.91,26843.15,1:1.35,2.63%,NEUTRAL/BEARISH,Breakout above 26500 | Momentum Building,25852,26983,DOWNSIDE: 140 points,DII support strong | Domestic funds accumulating,25852 - 26983,25852.0,26983.0,23509.9,23762.75,23423.15,23739.25,BREACHED_BELOW
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,25920.8,27021.1,25618.79,1:3.64,4.24%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25989,26845,UPSIDE: 154 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25989 - 26845,25989.0,26845.0,23801.75,23807.3,23680.45,23696.3,BREACHED_BELOW
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26099.2,26844.48,25592.78,1:1.47,2.86%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25845,26814,UPSIDE: 90 points,"Chemical sector focus | Atul, Bayer gains on exports",25845 - 26814,25845.0,26814.0,23761.95,23773.55,23556.25,23603.35,BREACHED_BELOW
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26390.6,27278.02,25922.89,1:1.9,3.36%,NEUTRAL/BULLISH,Golden Cross | Resistance at 27000,25817,26853,UPSIDE: 200 points,Telecom strength | Bharti Airtel gains on tariff hikes,25817 - 26853,25817.0,26853.0,23649.5,23694.5,23443.2,23559.95,BREACHED_BELOW
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26673.0,27498.92,26193.14,1:1.72,3.1%,MODERATELY BULLISH,Bullish Engulfing | Support at 26000,25896,26881,UPSIDE: 166 points,Telecom strength | Bharti Airtel gains on tariff hikes,25896 - 26881,25896.0,26881.0,23543.8,23568.6,23316.3,23381.6,BREACHED_BELOW
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,India Today Business,SELL,25851.4,25177.46,26117.68,1:2.53,2.61%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25879,26849,DOWNSIDE: 63 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25879 - 26849,25879.0,26849.0,23383.55,23390.05,22986.65,23071.8,BREACHED_BELOW
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26465.8,27209.16,26029.15,1:1.7,2.81%,BULLISH,Breakout above 26500 | Momentum Building,25923,26923,UPSIDE: 81 points,"Chemical sector focus | Atul, Bayer gains on exports",25923 - 26923,25923.0,26923.0,23050.8,23144.7,22798.35,23045.25,BREACHED_BELOW
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,25896.2,26966.65,25406.93,1:2.19,4.13%,NEUTRAL,Bearish Divergence | Profit Taking,25912,26924,UPSIDE: 106 points,"Chemical sector focus | Atul, Bayer gains on exports",25912 - 26924,25912.0,26924.0,23055.75,23235.5,22992.2,23031.4,BREACHED_BELOW
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,India Today Business,SELL,26600.6,25657.36,26961.85,1:2.61,3.55%,NEUTRAL,Head & Shoulders | Downside Risk,25938,26950,DOWNSIDE: 186 points,FII flows remain positive | Foreign buying continues,25938 - 26950,25938.0,26950.0,23096.45,23133.7,22774.85,22929.25,BREACHED_BELOW
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,India Today Business,SELL,26128.0,25579.45,26536.17,1:1.34,2.1%,NEUTRAL/BULLISH,RSI Overbought | Consolidation Zone,25903,26847,DOWNSIDE: 117 points,FII flows remain positive | Foreign buying continues,25903 - 26847,25903.0,26847.0,22809.9,22974.2,22725.45,22959.5,BREACHED_BELOW
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26073.4,27316.18,25626.41,1:2.78,4.77%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25918,26982,UPSIDE: 187 points,FII flows remain positive | Foreign buying continues,25918 - 26982,25918.0,26982.0,22963.65,22992.5,22801.5,22945.3,BREACHED_BELOW
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,India Today Business,SELL,26175.8,24884.57,26655.66,1:2.69,4.93%,NEUTRAL,Bullish Engulfing | Support at 26000,25824,26983,DOWNSIDE: 117 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25824 - 26983,25824.0,26983.0,22847.25,23049.95,22814.85,22932.9,BREACHED_BELOW
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26444.2,27403.96,26109.45,1:2.87,3.63%,BULLISH,Higher High-Higher Low | Bull Run Continues,25955,26881,UPSIDE: 158 points,Energy stocks leading | Oil majors positive on crude rally,25955 - 26881,25955.0,26881.0,22821.1,22923.85,22812.75,22913.15,BREACHED_BELOW
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,India Today Business,SELL,25946.6,25196.33,26283.02,1:2.23,2.89%,MODERATELY BULLISH,Breakout above 26500 | Momentum Building,25888,26847,DOWNSIDE: 142 points,Q3 earnings season | Corporate profits robust,25888 - 26847,25888.0,26847.0,22857.2,22921.0,22720.3,22795.9,BREACHED_BELOW
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26452.0,27352.86,26076.99,1:2.4,3.41%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25979,26949,UPSIDE: 168 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25979 - 26949,25979.0,26949.0,22609.35,22668.05,22518.8,22553.35,BREACHED_BELOW
2025-02-25,Tuesday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26005.4,26835.43,25552.86,1:1.83,3.19%,NEUTRAL/BULLISH,Higher High-Higher Low | Bull Run Continues,25815,26958,UPSIDE: 142 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25815 - 26958,25815.0,26958.0,22516.45,22625.3,22513.9,22547.55,BREACHED_BELOW
2025-02-26,Wednesday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26769.8,27611.01,26288.1,1:1.75,3.14%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25807,26842,UPSIDE: 164 points,Telecom strength | Bharti Airtel gains on tariff hikes,25807 - 26842,25807.0,26842.0,,,,,NO_DATA
2025-02-27,Thursday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26784.2,27330.48,26373.79,1:1.33,2.04%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25991,26881,UPSIDE: 79 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25991 - 26881,25991.0,26881.0,22568.95,22613.3,22508.4,22545.05,BREACHED_BELOW
2025-02-28,Friday,February,9:00 AM - MARKET OPEN,India Today Business,BUY,26099.6,26740.54,25830.64,1:2.38,2.46%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25994,26883,UPSIDE: 154 points,"FMCG holding support | ITC, HUL steady amid volatility",25994 - 26883,25994.0,26883.0,22433.4,22450.35,22104.85,22124.7,BREACHED_BELOW
2025-03-03,Monday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,26069.0,27238.69,25710.41,1:3.26,4.49%,STRONG BULLISH,Double Bottom | Reversal Expected,25930,26999,UPSIDE: 61 points,"Realty sector gaining traction | DLF, Oberoi up",25930 - 26999,25930.0,26999.0,22194.55,22261.55,22004.7,22119.3,BREACHED_BELOW
2025-03-04,Tuesday,March,9:00 AM - MARKET OPEN,India Today Business,SELL,26470.4,25853.5,26922.41,1:1.36,2.33%,BULLISH,Support Breach | Watch 25800,25860,26859,DOWNSIDE: 71 points,Energy stocks leading | Oil majors positive on crude rally,25860 - 26859,25860.0,26859.0,21974.45,22105.05,21964.6,22082.65,BREACHED_BELOW
2025-03-05,Wednesday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,26408.8,27239.39,26141.47,1:3.11,3.15%,NEUTRAL,Support Breach | Watch 25800,25977,26877,UPSIDE: 153 points,Energy stocks leading | Oil majors positive on crude rally,25977 - 26877,25977.0,26877.0,22073.05,22394.9,22067.8,22337.3,BREACHED_BELOW
2025-03-06,Thursday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,26650.2,27521.49,26137.42,1:1.7,3.27%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25882,26926,UPSIDE: 170 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25882 - 26926,25882.0,26926.0,22476.35,22556.45,22245.85,22544.7,BREACHED_BELOW
2025-03-07,Friday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,26538.6,27363.91,26186.45,1:2.34,3.11%,NEUTRAL,Head & Shoulders | Downside Risk,25833,26917,UPSIDE: 51 points,FII flows remain positive | Foreign buying continues,25833 - 26917,25833.0,26917.0,22508.65,22633.8,22464.75,22552.5,BREACHED_BELOW
2025-03-10,Monday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,26687.0,27809.45,26409.97,1:4.05,4.21%,NEUTRAL,Triangle Breakout | Directional Move,25868,26910,UPSIDE: 188 points,Q3 earnings season | Corporate profits robust,25868 - 26910,25868.0,26910.0,22521.85,22676.75,22429.05,22460.3,BREACHED_BELOW
2025-03-11,Tuesday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,25981.4,27219.78,25543.37,1:2.83,4.77%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25875,26933,UPSIDE: 190 points,Cement stocks stable | UltraTech holding ground,25875 - 26933,25875.0,26933.0,22345.95,22522.1,22314.7,22497.9,BREACHED_BELOW
2025-03-12,Wednesday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,26075.8,27140.79,25562.38,1:2.07,4.08%,STRONG BULLISH,Breakout above 26500 | Momentum Building,25929,26885,UPSIDE: 138 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25929 - 26885,25929.0,26885.0,22536.35,22577.4,22329.55,22470.5,BREACHED_BELOW
2025-03-13,Thursday,March,9:00 AM - MARKET OPEN,India Today Business,BUY,26495.2,27242.76,26147.34,1:2.15,2.82%,NEUTRAL,Moving Average Crossover | Trend Change,25866,26816,UPSIDE: 156 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25866 - 26816,25866.0,26816.0,22541.5,22558.05,22377.35,22397.2,BREACHED_BELOW
