Date,Day_of_Week,Month,Time,Source,Action,Entry_Price,Target_Price,Stop_Loss,Risk_Reward_Ratio,Profit_Target_Percentage,Market_Sentiment,Technical_Pattern,Support_Level,Resistance_Level,Expected_Movement,Sector_Insight,Nifty_Range,Support,Resistance,Open,High,Low,Close,Range_Flag
2024-12-13,Friday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26022.0,26901.02,25663.02,1:2.45,3.38%,BULLISH,Double Bottom | Reversal Expected,25944,26994,UPSIDE: 79 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25944 - 26994,25944.0,26994.0,24498.35,24792.3,24180.8,24768.3,BREACHED_BELOW
2024-12-16,Monday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26439.4,25366.41,26781.88,1:3.13,4.06%,STRONG BULLISH,Head & Shoulders | Downside Risk,25939,26993,DOWNSIDE: 136 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25939 - 26993,25939.0,26993.0,24753.4,24781.25,24601.75,24668.25,BREACHED_BELOW
2024-12-17,Tuesday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,25883.8,25141.43,26209.52,1:2.28,2.87%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25975,26871,DOWNSIDE: 136 points,Cement stocks stable | UltraTech holding ground,25975 - 26871,25975.0,26871.0,24584.8,24624.1,24303.45,24336.0,BREACHED_BELOW
2024-12-18,Wednesday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,25874.2,25330.65,26158.36,1:1.91,2.1%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25961,26864,DOWNSIDE: 105 points,DII support strong | Domestic funds accumulating,25961 - 26864,25961.0,26864.0,24297.95,24394.45,24149.85,24198.85,BREACHED_BELOW
2024-12-19,Thursday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25796.6,26777.72,25375.04,1:2.33,3.8%,NEUTRAL,Double Bottom | Reversal Expected,25847,26877,UPSIDE: 77 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25847 - 26877,25847.0,26877.0,23877.15,24004.9,23870.3,23951.7,BREACHED_BELOW
2024-12-20,Friday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25698.0,26866.89,25415.91,1:4.14,4.55%,NEUTRAL,Breakout above 26500 | Momentum Building,25986,26982,UPSIDE: 161 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25986 - 26982,25986.0,26982.0,23960.7,24065.8,23537.35,23587.5,BREACHED_BELOW
2024-12-23,Monday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26581.4,27746.27,26298.68,1:4.12,4.38%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25897,26958,UPSIDE: 165 points,"IT sector weakness capping gains | TCS, Infosys selling pressure",25897 - 26958,25897.0,26958.0,23738.2,23869.55,23647.2,23753.45,BREACHED_BELOW
2024-12-24,Tuesday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,25891.8,24925.54,26312.26,1:2.3,3.73%,MODERATELY BULLISH,Moving Average Crossover | Trend Change,25968,26872,DOWNSIDE: 196 points,Energy stocks leading | Oil majors positive on crude rally,25968 - 26872,25968.0,26872.0,23769.1,23867.65,23685.15,23727.65,BREACHED_BELOW
2024-12-26,Thursday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26400.2,25571.56,26908.4,1:1.63,3.14%,MODERATELY BULLISH,Support Breach | Watch 25800,25946,26830,DOWNSIDE: 153 points,Telecom strength | Bharti Airtel gains on tariff hikes,25946 - 26830,25946.0,26830.0,23775.8,23854.5,23653.6,23750.2,BREACHED_BELOW
2024-12-27,Friday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26113.6,25385.54,26508.0,1:1.85,2.79%,NEUTRAL/BULLISH,Breakout above 26500 | Momentum Building,25892,26889,DOWNSIDE: 150 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25892 - 26889,25892.0,26889.0,23801.4,23938.85,23800.6,23813.4,BREACHED_BELOW
2024-12-30,Monday,December,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26497.0,25878.86,27018.01,1:1.19,2.33%,BULLISH,Golden Cross | Resistance at 27000,25943,26905,DOWNSIDE: 71 points,FII flows remain positive | Foreign buying continues,25943 - 26905,25943.0,26905.0,23796.9,23915.35,23599.3,23644.9,BREACHED_BELOW
2024-12-31,Tuesday,December,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26627.4,27696.66,26302.83,1:3.29,4.02%,NEUTRAL,Support Breach | Watch 25800,25976,26987,UPSIDE: 154 points,Telecom strength | Bharti Airtel gains on tariff hikes,25976 - 26987,25976.0,26987.0,23560.6,23689.85,23460.45,23644.8,BREACHED_BELOW
2025-01-01,Wednesday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26514.8,25649.5,26976.6,1:1.87,3.26%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25842,26815,DOWNSIDE: 68 points,FII flows remain positive | Foreign buying continues,25842 - 26815,25842.0,26815.0,23637.65,23822.8,23562.8,23742.9,BREACHED_BELOW
2025-01-02,Thursday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26132.2,25407.91,26624.85,1:1.47,2.77%,BULLISH,Support Breach | Watch 25800,25946,26876,DOWNSIDE: 90 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25946 - 26876,25946.0,26876.0,23783.0,24226.7,23751.55,24188.65,BREACHED_BELOW
2025-01-03,Friday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25753.6,26500.24,25296.66,1:1.63,2.9%,STRONG BULLISH,Support Breach | Watch 25800,25987,26906,UPSIDE: 122 points,Telecom strength | Bharti Airtel gains on tariff hikes,25987 - 26906,25987.0,26906.0,24196.4,24196.45,23976.0,24004.75,BREACHED_BELOW
2025-01-06,Monday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26106.0,25233.35,26431.26,1:2.68,3.34%,NEUTRAL/BULLISH,Double Bottom | Reversal Expected,25946,26933,DOWNSIDE: 126 points,"Chemical sector focus | Atul, Bayer gains on exports",25946 - 26933,25946.0,26933.0,24045.8,24089.95,23551.9,23616.05,BREACHED_BELOW
2025-01-07,Tuesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26156.4,27260.18,25791.15,1:3.02,4.22%,STRONG BULLISH,Head & Shoulders | Downside Risk,25875,26846,UPSIDE: 72 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25875 - 26846,25875.0,26846.0,23679.9,23795.2,23637.8,23707.9,BREACHED_BELOW
2025-01-08,Wednesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26431.8,27378.49,25921.27,1:1.85,3.58%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25897,26877,UPSIDE: 191 points,Q3 earnings season | Corporate profits robust,25897 - 26877,25897.0,26877.0,23746.65,23751.85,23496.15,23688.95,BREACHED_BELOW
2025-01-09,Thursday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25934.2,27182.7,25656.85,1:4.5,4.81%,NEUTRAL,Bullish Engulfing | Support at 26000,26000,26892,UPSIDE: 167 points,FII flows remain positive | Foreign buying continues,26000 - 26892,26000.0,26892.0,23674.75,23689.5,23503.05,23526.5,BREACHED_BELOW
2025-01-10,Friday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26128.6,27203.93,25686.84,1:2.43,4.12%,BULLISH,Double Bottom | Reversal Expected,25967,26891,UPSIDE: 181 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25967 - 26891,25967.0,26891.0,23551.9,23596.6,23344.35,23431.5,BREACHED_BELOW
2025-01-13,Monday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26100.0,25047.95,26373.68,1:3.84,4.03%,NEUTRAL,Breakout above 26500 | Momentum Building,25921,26947,DOWNSIDE: 76 points,FII flows remain positive | Foreign buying continues,25921 - 26947,25921.0,26947.0,23195.4,23340.95,23047.25,23085.95,BREACHED_BELOW
2025-01-14,Tuesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26564.4,27589.96,26040.45,1:1.96,3.86%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25847,26860,UPSIDE: 136 points,Energy stocks leading | Oil majors positive on crude rally,25847 - 26860,25847.0,26860.0,23165.9,23264.95,23134.15,23176.05,BREACHED_BELOW
2025-01-15,Wednesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26450.8,27651.77,25938.69,1:2.35,4.54%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25881,26902,UPSIDE: 193 points,Energy stocks leading | Oil majors positive on crude rally,25881 - 26902,25881.0,26902.0,23250.45,23293.65,23146.45,23213.2,BREACHED_BELOW
2025-01-16,Thursday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26381.2,25111.28,26700.21,1:3.98,4.81%,BULLISH,Bullish Engulfing | Support at 26000,25954,26960,DOWNSIDE: 62 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25954 - 26960,25954.0,26960.0,23377.25,23391.65,23272.05,23311.8,BREACHED_BELOW
2025-01-17,Friday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26564.6,25295.21,26844.2,1:4.54,4.78%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25953,26853,DOWNSIDE: 182 points,"FMCG holding support | ITC, HUL steady amid volatility",25953 - 26853,25953.0,26853.0,23277.1,23292.1,23100.35,23203.2,BREACHED_BELOW
2025-01-20,Monday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25994.0,27260.37,25571.93,1:3.0,4.87%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25866,26879,UPSIDE: 115 points,DII support strong | Domestic funds accumulating,25866 - 26879,25866.0,26879.0,23290.4,23391.1,23170.65,23344.75,BREACHED_BELOW
2025-01-21,Tuesday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26594.4,25382.63,26923.15,1:3.69,4.56%,NEUTRAL/BULLISH,Head & Shoulders | Downside Risk,25814,26834,DOWNSIDE: 106 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25814 - 26834,25814.0,26834.0,23421.65,23426.3,22976.85,23024.65,BREACHED_BELOW
2025-01-22,Wednesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26735.8,27692.69,26220.96,1:1.86,3.58%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25836,26925,UPSIDE: 150 points,Telecom strength | Bharti Airtel gains on tariff hikes,25836 - 26925,25836.0,26925.0,23099.15,23169.55,22981.3,23155.35,BREACHED_BELOW
2025-01-23,Thursday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26310.2,26897.97,25967.28,1:1.71,2.23%,NEUTRAL,Higher High-Higher Low | Bull Run Continues,25931,26835,UPSIDE: 194 points,"Chemical sector focus | Atul, Bayer gains on exports",25931 - 26835,25931.0,26835.0,23128.3,23270.8,23090.65,23205.35,BREACHED_BELOW
2025-01-24,Friday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26168.6,25192.02,26608.11,1:2.22,3.73%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25969,26816,DOWNSIDE: 72 points,"Realty sector gaining traction | DLF, Oberoi up",25969 - 26816,25969.0,26816.0,23183.9,23347.3,23050.0,23092.2,BREACHED_BELOW
2025-01-27,Monday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26265.0,25299.33,26702.84,1:2.21,3.68%,NEUTRAL,Bearish Divergence | Profit Taking,25897,26988,DOWNSIDE: 69 points,"Realty sector gaining traction | DLF, Oberoi up",25897 - 26988,25897.0,26988.0,22940.15,23007.45,22786.9,22829.15,BREACHED_BELOW
2025-01-28,Tuesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26514.4,27436.38,26061.89,1:2.04,3.48%,NEUTRAL,Bollinger Bands Squeeze | Volatility Expected,25955,26936,UPSIDE: 175 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25955 - 26936,25955.0,26936.0,22960.45,23137.95,22857.65,22957.25,BREACHED_BELOW
2025-01-29,Wednesday,January,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26384.8,27527.14,25935.85,1:2.54,4.33%,BULLISH,RSI Overbought | Consolidation Zone,25896,26981,UPSIDE: 123 points,Q3 earnings season | Corporate profits robust,25896 - 26981,25896.0,26981.0,23026.75,23183.35,22976.5,23163.1,BREACHED_BELOW
2025-01-30,Thursday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26766.2,25657.71,27291.19,1:2.11,4.14%,MODERATELY BULLISH,Double Bottom | Reversal Expected,25997,26805,DOWNSIDE: 58 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25997 - 26805,25997.0,26805.0,23169.5,23322.05,23139.2,23249.5,BREACHED_BELOW
2025-01-31,Friday,January,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26662.6,25630.92,27136.41,1:2.18,3.87%,MODERATELY BULLISH,Bollinger Bands Squeeze | Volatility Expected,25913,26800,DOWNSIDE: 97 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25913 - 26800,25913.0,26800.0,23296.75,23546.8,23277.4,23508.4,BREACHED_BELOW
2025-02-03,Monday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26544.0,27658.66,26178.61,1:3.05,4.2%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25892,26916,UPSIDE: 147 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25892 - 26916,25892.0,26916.0,23319.35,23381.6,23222.0,23361.05,BREACHED_BELOW
2025-02-04,Tuesday,February,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26539.4,25757.83,26863.55,1:2.41,2.94%,NEUTRAL/BULLISH,Triangle Breakout | Directional Move,25993,26831,DOWNSIDE: 134 points,Q3 earnings season | Corporate profits robust,25993 - 26831,25993.0,26831.0,23509.9,23762.75,23423.15,23739.25,BREACHED_BELOW
2025-02-05,Wednesday,February,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26392.8,25301.28,26735.07,1:3.19,4.14%,MODERATELY BULLISH,RSI Overbought | Consolidation Zone,25927,26990,DOWNSIDE: 98 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25927 - 26990,25927.0,26990.0,23801.75,23807.3,23680.45,23696.3,BREACHED_BELOW
2025-02-06,Thursday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26011.2,27128.24,25641.15,1:3.02,4.29%,STRONG BULLISH,Golden Cross | Resistance at 27000,25926,26897,UPSIDE: 158 points,"FMCG holding support | ITC, HUL steady amid volatility",25926 - 26897,25926.0,26897.0,23761.95,23773.55,23556.25,23603.35,BREACHED_BELOW
2025-02-07,Friday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26131.6,27437.27,25784.73,1:3.76,5.0%,BULLISH,Bearish Divergence | Profit Taking,25920,26831,UPSIDE: 140 points,Telecom strength | Bharti Airtel gains on tariff hikes,25920 - 26831,25920.0,26831.0,23649.5,23694.5,23443.2,23559.95,BREACHED_BELOW
2025-02-10,Monday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26593.0,27780.87,26220.21,1:3.19,4.47%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25922,26954,UPSIDE: 73 points,"Metals weakness | Tata Steel, JSW Steel under pressure",25922 - 26954,25922.0,26954.0,23543.8,23568.6,23316.3,23381.6,BREACHED_BELOW
2025-02-11,Tuesday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26028.4,26670.82,25734.83,1:2.19,2.47%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25831,26995,UPSIDE: 50 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25831 - 26995,25831.0,26995.0,23383.55,23390.05,22986.65,23071.8,BREACHED_BELOW
2025-02-12,Wednesday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26639.8,27476.34,26353.05,1:2.92,3.14%,MODERATELY BULLISH,Support Breach | Watch 25800,25841,26933,UPSIDE: 130 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25841 - 26933,25841.0,26933.0,23050.8,23144.7,22798.35,23045.25,BREACHED_BELOW
2025-02-13,Thursday,February,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26060.2,24932.49,26576.7,1:2.18,4.33%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25836,26992,DOWNSIDE: 126 points,Energy stocks leading | Oil majors positive on crude rally,25836 - 26992,25836.0,26992.0,23055.75,23235.5,22992.2,23031.4,BREACHED_BELOW
2025-02-14,Friday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26552.6,27763.45,26198.1,1:3.42,4.56%,NEUTRAL,Bullish Engulfing | Support at 26000,25870,26847,UPSIDE: 183 points,"Banking stocks driving rally | HDFC Bank, ICICI Bank, Axis Bank gains",25870 - 26847,25870.0,26847.0,23096.45,23133.7,22774.85,22929.25,BREACHED_BELOW
2025-02-17,Monday,February,9:00 AM - MARKET OPEN,Economic Times Live,SELL,25895.0,24725.8,26219.01,1:3.61,4.52%,MODERATELY BULLISH,Golden Cross | Resistance at 27000,25877,26816,DOWNSIDE: 85 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25877 - 26816,25877.0,26816.0,22809.9,22974.2,22725.45,22959.5,BREACHED_BELOW
2025-02-18,Tuesday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26743.4,27693.87,26316.26,1:2.23,3.55%,BULLISH,Bollinger Bands Squeeze | Volatility Expected,25883,26809,UPSIDE: 158 points,"Auto sector rally on festival demand | Maruti, Bajaj strong",25883 - 26809,25883.0,26809.0,22963.65,22992.5,22801.5,22945.3,BREACHED_BELOW
2025-02-19,Wednesday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26810.8,27946.82,26439.1,1:3.06,4.24%,BULLISH,Head & Shoulders | Downside Risk,25867,26982,UPSIDE: 199 points,Cement stocks stable | UltraTech holding ground,25867 - 26982,25867.0,26982.0,22847.25,23049.95,22814.85,22932.9,BREACHED_BELOW
2025-02-20,Thursday,February,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26660.2,25495.24,27019.72,1:3.24,4.37%,MODERATELY BULLISH,Triangle Breakout | Directional Move,25843,26926,DOWNSIDE: 165 points,"Realty sector gaining traction | DLF, Oberoi up",25843 - 26926,25843.0,26926.0,22821.1,22923.85,22812.75,22913.15,BREACHED_BELOW
2025-02-21,Friday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26237.6,27136.34,25802.63,1:2.07,3.43%,NEUTRAL/BULLISH,Bullish Engulfing | Support at 26000,25992,26981,UPSIDE: 130 points,"FMCG holding support | ITC, HUL steady amid volatility",25992 - 26981,25992.0,26981.0,22857.2,22921.0,22720.3,22795.9,BREACHED_BELOW
2025-02-24,Monday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26754.0,27372.95,26223.24,1:1.17,2.31%,BULLISH,Bearish Divergence | Profit Taking,25932,26861,UPSIDE: 77 points,Cement stocks stable | UltraTech holding ground,25932 - 26861,25932.0,26861.0,22609.35,22668.05,22518.8,22553.35,BREACHED_BELOW
2025-02-25,Tuesday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,25983.4,26556.78,25482.8,1:1.15,2.21%,NEUTRAL/BEARISH,Bullish Engulfing | Support at 26000,25944,26909,UPSIDE: 146 points,FII flows remain positive | Foreign buying continues,25944 - 26909,25944.0,26909.0,22516.45,22625.3,22513.9,22547.55,BREACHED_BELOW
2025-02-26,Wednesday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26332.8,26861.92,25920.92,1:1.28,2.01%,NEUTRAL/BEARISH,Breakout above 26500 | Momentum Building,25954,26945,UPSIDE: 102 points,"Realty sector gaining traction | DLF, Oberoi up",25954 - 26945,25954.0,26945.0,,,,,NO_DATA
2025-02-27,Thursday,February,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26367.2,27452.67,25881.73,1:2.24,4.12%,STRONG BULLISH,Bullish Engulfing | Support at 26000,25820,26935,UPSIDE: 69 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25820 - 26935,25820.0,26935.0,22568.95,22613.3,22508.4,22545.05,BREACHED_BELOW
2025-02-28,Friday,February,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26013.6,25250.36,26379.48,1:2.09,2.93%,MODERATELY BULLISH,Higher High-Higher Low | Bull Run Continues,25953,26960,DOWNSIDE: 117 points,Q3 earnings season | Corporate profits robust,25953 - 26960,25953.0,26960.0,22433.4,22450.35,22104.85,22124.7,BREACHED_BELOW
2025-03-03,Monday,March,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26028.0,27147.15,25528.41,1:2.24,4.3%,BULLISH,RSI Overbought | Consolidation Zone,25860,26928,UPSIDE: 65 points,"Chemical sector focus | Atul, Bayer gains on exports",25860 - 26928,25860.0,26928.0,22194.55,22261.55,22004.7,22119.3,BREACHED_BELOW
2025-03-04,Tuesday,March,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26373.4,25615.32,26739.9,1:2.07,2.87%,NEUTRAL,Breakout above 26500 | Momentum Building,25961,26880,DOWNSIDE: 163 points,Telecom strength | Bharti Airtel gains on tariff hikes,25961 - 26880,25961.0,26880.0,21974.45,22105.05,21964.6,22082.65,BREACHED_BELOW
2025-03-05,Wednesday,March,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26681.8,25726.46,27168.67,1:1.96,3.58%,NEUTRAL/BULLISH,Bearish Divergence | Profit Taking,25829,26984,DOWNSIDE: 70 points,Energy stocks leading | Oil majors positive on crude rally,25829 - 26984,25829.0,26984.0,22073.05,22394.9,22067.8,22337.3,BREACHED_BELOW
2025-03-06,Thursday,March,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26375.2,25565.88,26900.48,1:1.54,3.07%,STRONG BULLISH,Support Breach | Watch 25800,25841,26899,DOWNSIDE: 125 points,"Pharma rotation | Dr Reddy, Sun Pharma outperformers",25841 - 26899,25841.0,26899.0,22476.35,22556.45,22245.85,22544.7,BREACHED_BELOW
2025-03-07,Friday,March,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26783.6,25730.97,27228.84,1:2.36,3.93%,STRONG BULLISH,RSI Overbought | Consolidation Zone,25826,26875,DOWNSIDE: 92 points,"Infrastructure boom | Larsen & Toubro, L&T Infotech gains",25826 - 26875,25826.0,26875.0,22508.65,22633.8,22464.75,22552.5,BREACHED_BELOW
2025-03-10,Monday,March,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26094.0,26962.3,25710.95,1:2.27,3.33%,BULLISH,Double Bottom | Reversal Expected,25831,26855,UPSIDE: 130 points,Q3 earnings season | Corporate profits robust,25831 - 26855,25831.0,26855.0,22521.85,22676.75,22429.05,22460.3,BREACHED_BELOW
2025-03-11,Tuesday,March,9:00 AM - MARKET OPEN,Economic Times Live,BUY,26477.4,27009.28,26157.03,1:1.66,2.01%,NEUTRAL,Bearish Divergence | Profit Taking,26000,26800,UPSIDE: 188 points,Telecom strength | Bharti Airtel gains on tariff hikes,26000 - 26800,26000.0,26800.0,22345.95,22522.1,22314.7,22497.9,BREACHED_BELOW
2025-03-12,Wednesday,March,9:00 AM - MARKET OPEN,Economic Times Live,SELL,26454.8,25249.0,26969.88,1:2.34,4.56%,STRONG BULLISH,Moving Average Crossover | Trend Change,25976,26803,DOWNSIDE: 113 points,Energy stocks leading | Oil majors positive on crude rally,25976 - 26803,25976.0,26803.0,22536.35,22577.4,22329.55,22470.5,BREACHED_BELOW
